rank,drug_a,drug_b,priority_score,p_empirical,q_value,permutation_z,signed_reversal,reversal_efficiency,reversal_gain_over_best_single,counter_therapeutic,gene_coverage,pathway_coverage,axis_coverage,target_complementarity,compartment_complementarity,cns_reach,regimen_compatibility,network_separation,proximity_z_a,proximity_z_b,complementary_exposure,evidence_score,uncertainty,safety_union,safety_overlap,worst_risk_domain,same_mechanism,shared_safety_class,redundant_targets,excluded_from_primary_ranking,pareto_optimal
102,Clemastine,Fenebrutinib,1.3321,0.00249,0.00837,3.8452,0.0774,0.4134,0.0297,0.0,0.1873,0.4,0.6,1.0,0.75,0.75,1.0,0.254,-0.7049,-2.6962,True,0.3333,0.425,0.1436,0.0034,infection,False,False,False,False,False
103,Frexalimab,High-dose biotin,1.3312,0.00249,0.00837,2.8794,0.0553,0.3646,0.02,0.0,0.1516,0.4,0.6,1.0,1.0,0.6,0.6867,0.5625,-2.5456,-0.7599,True,0.6667,0.525,0.0784,0.0,infection,False,False,False,False,True
104,Idebenone,Opicinumab,1.3305,0.00249,0.00837,4.5967,0.0661,0.4372,0.0164,0.0,0.1512,0.4,0.6,0.9286,1.0,0.55,0.6867,0.5,-0.7029,-0.7473,True,0.3333,0.6,0.0304,0.0,hepatic,False,False,False,False,True
105,Clemastine,Natalizumab-biosimilar,1.3304,0.00249,0.00837,3.9335,0.0764,0.4481,0.0287,0.0,0.1704,0.3,0.4,1.0,1.0,0.75,0.6867,0.4778,-0.7049,-3.1195,True,0.3333,0.4,0.1775,0.0088,infection,False,False,False,False,False
106,Elezanumab,Ocrelizumab,1.3288,0.00249,0.00837,2.8543,0.0726,0.4401,0.0285,0.0,0.1649,0.4,0.6,1.0,1.0,0.2,0.5067,0.746,-2.7183,-2.7449,True,0.3333,0.4,0.1745,0.0059,infection,False,False,False,False,True
107,Fingolimod,Minocycline,1.3288,0.00249,0.00837,3.3849,0.0792,0.3777,0.0298,0.0,0.2098,0.8,0.6,1.0,0.75,0.7,0.7333,0.0625,-1.9414,-3.6179,True,0.3333,0.35,0.3475,0.0201,infection,False,False,False,False,False
108,Methylprednisolone,Ublituximab,1.3283,0.00249,0.00837,2.5943,0.0949,0.4771,0.0392,0.0,0.199,0.4,0.2,1.0,0.5,0.6,0.5067,0.1929,-3.1022,-2.5884,True,1.0,0.275,0.2186,0.049,infection,False,False,False,False,True
109,Ibudilast,Secukinumab,1.3279,0.00249,0.00837,2.6117,0.0653,0.4109,0.025,0.0,0.1589,0.5,0.6,1.0,1.0,0.7,0.6867,0.1111,-4.4103,-1.895,True,0.3333,0.475,0.1088,0.0069,infection,False,False,False,False,True
110,Inebilizumab,Opicinumab,1.3272,0.00249,0.00837,3.6426,0.0846,0.4635,0.0349,0.0,0.1825,0.3,0.4,1.0,1.0,0.2,0.5067,1.0,-2.8083,-0.7473,True,0.3333,0.475,0.1657,0.0059,infection,False,False,False,False,False
111,Ibudilast,Peginterferon beta-1a,1.3264,0.00249,0.00837,2.8412,0.0682,0.3368,0.028,0.003,0.2026,0.5,0.6,1.0,1.0,0.7,0.6867,0.0,-4.4103,-2.577,False,0.3333,0.375,0.1229,0.0153,hepatic,False,False,False,False,True
112,Minocycline,Peginterferon beta-1a,1.3254,0.00249,0.00837,3.1133,0.072,0.3962,0.0226,0.003,0.1818,0.6,0.6,0.8571,1.0,0.7,0.6867,-0.254,-3.6179,-2.577,False,0.3333,0.375,0.1797,0.0184,hepatic,False,False,False,False,True
113,Clemastine,Teriflunomide,1.3253,0.00249,0.00837,4.4063,0.0718,0.3805,0.0241,0.0,0.1886,0.4,0.6,1.0,0.75,0.75,0.7333,0.7302,-0.7049,-3.0107,True,0.3333,0.375,0.2412,0.0029,teratogenicity,False,False,False,False,False
114,Clemastine,Pioglitazone,1.3251,0.00249,0.00837,5.316,0.0727,0.3814,0.025,0.0,0.1905,0.5,0.6,1.0,0.75,0.75,0.8667,0.4524,-0.7049,-2.6661,True,0.3333,0.55,0.1343,0.0,cardiac,False,False,False,False,False
115,Bexarotene,Minocycline,1.3247,0.00249,0.00837,4.2402,0.0774,0.3984,0.028,0.0009,0.1943,0.7,0.6,1.0,0.75,0.7,0.8667,0.1825,-0.7904,-3.6179,True,0.3333,0.5,0.2311,0.012,teratogenicity,False,False,False,False,False
116,Minocycline,Vidofludimus calcium,1.324,0.00249,0.00837,2.719,0.0705,0.4121,0.0211,0.0,0.1711,0.7,0.8,0.9231,0.75,0.7,0.8667,-0.1556,-3.6179,-1.6832,False,0.3333,0.425,0.2556,0.0169,hepatic,False,False,False,False,False
117,Clemastine,Simvastatin,1.3237,0.00249,0.00837,4.2591,0.0679,0.3762,0.0202,0.0,0.1805,0.5,0.6,1.0,0.75,0.75,1.0,0.4365,-0.7049,-1.7856,True,0.3333,0.475,0.1098,0.0,teratogenicity,False,False,False,False,False
118,Interferon beta-1a,Siponimod,1.3237,0.00249,0.00837,3.1656,0.0707,0.3187,0.0322,0.0031,0.2217,0.7,0.6,0.9444,0.5,0.65,0.6867,0.0444,-3.5867,-2.5366,True,1.0,0.275,0.3029,0.0324,infection,False,False,False,False,True
119,Minocycline,Teriflunomide,1.3235,0.00249,0.00837,2.586,0.0728,0.395,0.0233,0.0,0.1842,0.7,0.8,0.9333,0.75,0.7,0.7333,-0.127,-3.6179,-3.0107,False,0.3333,0.35,0.3147,0.0265,hepatic,False,False,False,False,True
120,Idebenone,Ustekinumab,1.323,0.00249,0.00837,3.1621,0.0565,0.431,0.0172,0.0,0.131,0.4,0.6,1.0,1.0,0.55,0.5533,0.8333,-0.7029,-1.9172,True,0.3333,0.525,0.099,0.0,infection,False,False,False,False,True
121,Opicinumab,Siponimod,1.3216,0.00249,0.00837,3.1803,0.0827,0.4656,0.033,0.0,0.1777,0.5,0.8,0.7333,0.75,0.65,0.82,-0.2722,-0.7473,-2.5366,False,0.3333,0.425,0.2431,0.0039,infection,False,False,False,False,True
122,Ibudilast,Natalizumab-biosimilar,1.3208,0.00748,0.01683,2.3599,0.069,0.4094,0.0287,0.0,0.1684,0.5,0.6,1.0,1.0,0.7,0.6867,0.0556,-4.4103,-3.1195,True,0.3333,0.375,0.2059,0.0176,infection,False,False,False,False,False
123,Minocycline,Tolebrutinib,1.3207,0.00249,0.00837,2.387,0.0835,0.4835,0.034,0.0,0.1726,0.6,0.6,0.7333,0.75,0.8,1.0,-0.3722,-3.6179,-3.3227,False,0.3333,0.4,0.2407,0.0309,hepatic,False,False,False,False,False
124,Metformin,Tolebrutinib,1.3193,0.00249,0.00837,2.983,0.07,0.3721,0.0272,0.0,0.1881,0.6,0.8,1.0,0.5,0.8,1.0,0.1556,-1.6488,-3.3227,True,0.3333,0.425,0.1688,0.0096,hepatic,False,False,False,False,True
125,Idebenone,Methylprednisolone,1.3188,0.00249,0.00837,3.9616,0.073,0.3892,0.0172,0.0,0.1874,0.6,0.6,1.0,0.75,0.6,0.82,0.2333,-0.7029,-3.1022,True,0.3333,0.45,0.1461,0.0,infection,False,False,False,False,False
126,Alemtuzumab,Clemastine,1.3185,0.00249,0.00837,4.528,0.089,0.3966,0.0413,0.0,0.2243,0.3,0.4,1.0,1.0,0.75,0.42,0.7944,-3.018,-0.7049,True,0.3333,0.375,0.4471,0.0078,infection,False,False,False,False,True
127,Clemastine,Vidofludimus calcium,1.3177,0.00249,0.00837,4.5456,0.0695,0.396,0.0219,0.0,0.1756,0.4,0.6,1.0,0.75,0.75,0.8667,0.6444,-0.7049,-1.6832,True,0.3333,0.45,0.173,0.0025,teratogenicity,False,False,False,False,False
128,Diroximel fumarate,Ofatumumab,1.3158,0.00998,0.02038,2.4151,0.0707,0.4895,0.0306,0.0,0.1445,0.4,0.4,1.0,0.5,0.55,0.6867,0.4107,-1.9273,-2.3838,True,1.0,0.25,0.2157,0.0392,infection,False,False,False,False,True
129,Diroximel fumarate,Ibudilast,1.3154,0.00249,0.00837,2.6823,0.0678,0.4208,0.0275,0.0,0.161,0.5,0.8,0.8667,0.75,0.7,1.0,-0.254,-1.9273,-4.4103,False,0.3333,0.375,0.1451,0.0147,infection,False,False,False,False,True
130,Elezanumab,Ofatumumab,1.3144,0.00249,0.00837,2.8578,0.0686,0.4401,0.0285,0.0,0.1559,0.3,0.6,1.0,1.0,0.2,0.82,0.8661,-2.7183,-2.3838,True,0.3333,0.4,0.1471,0.0049,infection,False,False,False,False,True
131,Diroximel fumarate,Ublituximab,1.3141,0.00748,0.01683,2.3578,0.0698,0.4996,0.0306,0.0,0.1397,0.4,0.4,1.0,0.5,0.55,0.6867,0.4286,-1.9273,-2.5884,True,1.0,0.275,0.2157,0.0392,infection,False,False,False,False,True
132,Dimethyl fumarate,Rituximab,1.3131,0.00499,0.01301,2.571,0.073,0.4815,0.0363,0.0,0.1517,0.4,0.4,1.0,0.5,0.55,0.5533,0.4206,-2.3075,-2.5884,True,1.0,0.25,0.2373,0.0431,infection,False,False,False,False,False
133,Ibudilast,Sirolimus,1.3129,0.00249,0.00837,2.6061,0.0644,0.3693,0.0241,0.0,0.1743,0.5,0.8,1.0,1.0,0.7,0.7333,0.0833,-4.4103,-2.0409,True,0.3333,0.5,0.2212,0.02,infection,False,False,False,False,True
134,Methylprednisolone,Tolebrutinib,1.3129,0.00249,0.00837,2.6684,0.0942,0.4321,0.0384,0.0,0.218,0.5,0.4,0.8889,0.5,0.8,0.82,-0.15,-3.1022,-3.3227,False,0.6667,0.325,0.2559,0.0343,infection,False,False,False,False,True
135,High-dose biotin,Interferon beta-1a,1.3123,0.00249,0.00837,4.113,0.054,0.2965,0.02,0.0031,0.182,0.5,0.6,1.0,1.0,0.6,0.82,0.3611,-0.7599,-3.5867,True,0.6667,0.475,0.098,0.0,hepatic,False,False,False,False,True
136,Natalizumab,Opicinumab,1.3114,0.00249,0.00837,4.1583,0.0901,0.417,0.0404,0.0,0.216,0.4,0.4,1.0,1.0,0.2,0.64,0.5278,-3.0541,-0.7473,True,0.3333,0.4,0.2127,0.0088,infection,False,False,False,False,True
137,Diroximel fumarate,Ocrelizumab,1.3111,0.01247,0.02374,2.2032,0.0747,0.4865,0.0306,0.0,0.1535,0.4,0.4,1.0,0.5,0.55,0.5533,0.3254,-1.9273,-2.7449,True,1.0,0.25,0.2363,0.0471,infection,False,False,False,False,False
138,Memantine,Ocrelizumab,1.3099,0.03242,0.04712,1.678,0.0576,0.5015,0.0135,0.0,0.1148,0.3,0.4,1.0,1.0,0.75,0.6867,0.6389,-2.6276,-2.7449,True,0.3333,0.375,0.1706,0.0,infection,False,False,False,False,False
139,Methylprednisolone,Rituximab,1.3099,0.00249,0.00837,2.84,0.0925,0.465,0.0368,0.0,0.199,0.4,0.2,1.0,0.5,0.6,0.3733,0.1929,-3.1022,-2.5884,True,1.0,0.275,0.2324,0.0539,infection,False,False,False,False,False
140,Glatiramer acetate,Ibudilast,1.3091,0.00249,0.00837,2.7794,0.0669,0.3826,0.0266,0.0,0.1748,0.4,0.6,0.8667,1.0,0.7,0.82,-0.2361,-3.0334,-4.4103,False,0.3333,0.4,0.0647,0.002,infection,False,False,False,False,True
141,High-dose biotin,Natalizumab,1.309,0.00249,0.00837,3.1741,0.0603,0.3657,0.02,0.0,0.165,0.4,0.6,1.0,1.0,0.6,0.6867,0.3542,-0.7599,-3.0541,True,0.6667,0.425,0.2118,0.0,infection,False,False,False,False,True
142,Elezanumab,Ublituximab,1.3077,0.00499,0.01301,2.662,0.0677,0.4479,0.0285,0.0,0.1511,0.3,0.6,1.0,1.0,0.2,0.64,0.8571,-2.7183,-2.5884,True,0.3333,0.425,0.1471,0.0049,infection,False,False,False,False,True
143,Laquinimod,Opicinumab,1.3077,0.00249,0.00837,4.1721,0.0804,0.4008,0.0307,0.0,0.2006,0.5,0.8,0.9375,0.75,0.55,0.82,-0.0625,-4.2322,-0.7473,False,0.3333,0.55,0.1922,0.0,hepatic,False,False,False,False,True
144,High-dose biotin,Laquinimod,1.3075,0.00249,0.00837,4.1455,0.0516,0.3125,0.02,0.0,0.1651,0.6,1.0,1.0,0.75,0.6,0.8667,0.1667,-0.7599,-4.2322,True,0.6667,0.575,0.1824,0.0,hepatic,False,False,False,False,True
145,Minocycline,Ozanimod,1.3067,0.00249,0.00837,2.8799,0.0712,0.4164,0.0218,0.0,0.1709,0.7,0.6,1.0,0.75,0.7,0.7333,0.1,-3.6179,-1.8533,True,0.3333,0.35,0.277,0.0181,infection,False,False,False,False,False
146,Memantine,Ublituximab,1.3066,0.03741,0.05212,1.5807,0.0527,0.5217,0.0135,0.0,0.101,0.2,0.4,1.0,1.0,0.75,0.82,0.8036,-2.6276,-2.5884,True,0.3333,0.4,0.1422,0.0,infection,False,False,False,False,True
147,Memantine,Ofatumumab,1.3063,0.0399,0.05461,1.6592,0.0536,0.5068,0.0135,0.0,0.1058,0.2,0.4,1.0,1.0,0.75,0.82,0.8125,-2.6276,-2.3838,True,0.3333,0.375,0.1422,0.0,infection,False,False,False,False,True
148,Glatiramer acetate,High-dose biotin,1.306,0.00249,0.00837,4.2183,0.0483,0.3179,0.02,0.0,0.1521,0.5,0.6,1.0,1.0,0.6,0.82,0.3125,-3.0334,-0.7599,True,0.6667,0.5,0.0196,0.0,infection,False,False,False,False,True
149,High-dose biotin,Ustekinumab,1.3053,0.00249,0.00837,3.1099,0.0592,0.4039,0.02,0.0,0.1466,0.3,0.6,1.0,1.0,0.6,0.5533,0.75,-0.7599,-1.9172,True,0.3333,0.55,0.0784,0.0,infection,False,False,False,False,False
150,Firategrast,Minocycline,1.304,0.00249,0.00837,2.5373,0.066,0.4469,0.0166,0.0,0.1477,0.6,0.6,0.9167,1.0,0.7,1.0,-0.1806,-3.2771,-3.6179,False,0.3333,0.5,0.1951,0.0098,infection,False,False,False,False,False
151,Opicinumab,Secukinumab,1.3032,0.00249,0.00837,4.1011,0.0747,0.4491,0.025,0.0,0.1664,0.4,0.4,1.0,1.0,0.2,0.82,0.8194,-0.7473,-1.895,True,0.3333,0.55,0.075,0.0034,infection,False,False,False,False,True
152,Clemastine,Ponesimod,1.3025,0.00249,0.00837,3.9527,0.0678,0.421,0.0201,0.0,0.1609,0.3,0.4,1.0,1.0,0.75,1.0,0.5139,-0.7049,-1.5016,True,0.3333,0.375,0.1598,0.0039,infection,False,False,False,False,False
153,Opicinumab,Sirolimus,1.3017,0.00249,0.00837,3.8628,0.0738,0.406,0.0241,0.0,0.1817,0.4,0.6,1.0,1.0,0.35,0.6867,0.7222,-0.7473,-2.0409,True,0.3333,0.575,0.198,0.0059,infection,False,False,False,False,False
154,Dimethyl fumarate,Elezanumab,1.3008,0.00249,0.00837,3.7038,0.0648,0.3607,0.0285,0.0,0.1797,0.5,0.8,1.0,0.75,0.55,0.6867,0.1429,-2.3075,-2.7183,True,0.3333,0.425,0.1255,0.0039,infection,False,False,False,False,True
155,Dimethyl fumarate,Tolebrutinib,1.3008,0.00249,0.00837,2.6053,0.0763,0.4469,0.0335,0.0,0.1707,0.5,0.6,0.8889,0.5,0.8,1.0,-0.1611,-2.3075,-3.3227,False,0.6667,0.3,0.228,0.0563,infection,False,False,False,False,True
156,Cholecalciferol,Clemastine,1.3002,0.00249,0.00837,4.7492,0.0676,0.3779,0.0199,0.0,0.1789,0.2,0.6,1.0,0.75,0.75,0.7333,0.6111,-2.0037,-0.7049,True,0.3333,0.55,0.0098,0.0,infection,False,False,False,False,True
157,Interferon beta-1b,Opicinumab,1.2998,0.00249,0.00837,4.7092,0.08,0.3601,0.0303,0.0029,0.2223,0.4,0.4,1.0,1.0,0.2,0.6867,0.6389,-3.2696,-0.7473,True,0.3333,0.45,0.1064,0.0015,hepatic,False,False,False,False,True
158,Ibudilast,Tocilizumab,1.2992,0.00998,0.02038,2.419,0.0747,0.422,0.0344,0.0,0.1771,0.4,0.6,0.9286,1.0,0.7,0.6867,-0.1389,-4.4103,-1.8119,False,0.3333,0.45,0.1969,0.0227,infection,False,False,False,False,False
159,Opicinumab,Orelabrutinib,1.2978,0.00249,0.00837,4.059,0.0721,0.4105,0.0224,0.0,0.1757,0.5,0.6,1.0,0.75,0.55,0.6867,0.3667,-0.7473,-2.8405,True,0.3333,0.525,0.1206,0.0029,infection,False,False,False,False,False
160,Clemastine,Masitinib,1.2976,0.00249,0.00837,4.0912,0.0782,0.4067,0.0305,0.0,0.1922,0.3,0.6,1.0,0.75,0.75,0.8667,0.3095,-0.7049,-3.6789,True,0.3333,0.5,0.1642,0.0034,infection,False,False,False,False,False
161,Glatiramer acetate,Siponimod,1.2962,0.00249,0.00837,2.903,0.0656,0.3418,0.0271,0.0,0.1918,0.6,0.6,0.9412,0.5,0.65,0.6867,-0.0625,-3.0334,-2.5366,False,1.0,0.3,0.249,0.0078,infection,False,False,False,False,True
162,Dimethyl fumarate,Methylprednisolone,1.2954,0.00499,0.01301,2.8438,0.0853,0.486,0.0295,0.0,0.1754,0.4,0.4,0.75,0.5,0.6,0.82,-0.4222,-2.3075,-3.1022,False,1.0,0.275,0.2059,0.0392,infection,False,False,False,False,True
163,Siponimod,Tolebrutinib,1.2948,0.00748,0.01683,2.4934,0.0779,0.383,0.0352,0.0,0.2035,0.7,0.6,0.8889,0.5,0.8,0.8667,-0.1,-2.5366,-3.3227,False,0.6667,0.3,0.3457,0.0563,infection,False,False,False,False,True
164,Idebenone,Secukinumab,1.2942,0.00249,0.00837,3.52,0.0422,0.4235,0.0172,0.0,0.0997,0.5,0.6,1.0,1.0,0.55,0.6867,1.0,-0.7029,-1.895,True,0.3333,0.55,0.0892,0.0,infection,False,False,False,False,True
165,Clemastine,Orelabrutinib,1.2938,0.00249,0.00837,4.0773,0.0701,0.4119,0.0224,0.0,0.1702,0.4,0.6,1.0,0.75,0.75,1.0,0.2111,-0.7049,-2.8405,True,0.3333,0.475,0.1206,0.0029,infection,False,False,False,False,False
166,Opicinumab,Pioglitazone,1.2919,0.00249,0.00837,4.6442,0.0747,0.381,0.025,0.0,0.1959,0.6,0.6,1.0,0.75,0.4,0.82,0.4524,-0.7473,-2.6661,True,0.3333,0.6,0.1343,0.0,cardiac,False,False,False,False,False
167,Clemastine,Nicotinamide riboside,1.2917,0.00249,0.00837,5.0338,0.0631,0.4053,0.0154,0.0,0.1557,0.3,0.6,1.0,0.75,0.75,1.0,0.5222,-0.7049,-0.7234,True,0.3333,0.575,0.0098,0.0,infection,False,False,False,False,False
168,Frexalimab,Idebenone,1.2913,0.00249,0.00837,2.7323,0.0525,0.3862,0.0172,0.0,0.1359,0.5,0.6,1.0,1.0,0.55,0.6867,0.625,-2.5456,-0.7029,True,0.3333,0.5,0.099,0.0,infection,False,False,False,False,False
169,Diroximel fumarate,Rituximab,1.2905,0.00499,0.01301,2.4789,0.0674,0.4823,0.0306,0.0,0.1397,0.4,0.4,1.0,0.5,0.55,0.5533,0.4286,-1.9273,-2.5884,True,1.0,0.275,0.2304,0.0431,infection,False,False,False,False,False
170,Ocrelizumab,Oxcarbazepine,1.2886,0.00499,0.01301,2.0862,0.054,0.4984,0.0099,0.0,0.1084,0.3,0.4,1.0,1.0,0.7,0.5533,1.0,-2.7449,-0.3516,True,0.3333,0.4,0.2569,0.0,infection,False,False,False,False,False
171,Idebenone,Inebilizumab,1.2881,0.00249,0.00837,2.8479,0.0521,0.4498,0.0172,0.0,0.1158,0.4,0.6,1.0,1.0,0.55,0.5533,0.7619,-0.7029,-2.8083,True,0.3333,0.475,0.1824,0.0,infection,False,False,False,False,False
172,Opicinumab,Ponesimod,1.288,0.00249,0.00837,3.7668,0.0697,0.4193,0.0201,0.0,0.1664,0.4,0.4,1.0,1.0,0.45,0.6867,0.6389,-0.7473,-1.5016,True,0.3333,0.425,0.1598,0.0039,infection,False,False,False,False,False
173,Idebenone,Siponimod,1.2868,0.00249,0.00837,3.4848,0.0547,0.3489,0.0162,0.0,0.1567,0.7,0.8,0.9333,0.75,0.65,0.8667,0.5333,-0.7029,-2.5366,True,0.3333,0.425,0.2517,0.0062,infection,False,False,False,False,False
174,Clemastine,Hydroxychloroquine,1.2866,0.00249,0.00837,3.8601,0.0731,0.3975,0.0254,0.0,0.1838,0.3,0.6,1.0,0.75,0.75,0.7333,0.25,-0.7049,-3.2153,True,0.3333,0.525,0.098,0.0,ocular,False,False,False,False,False
175,Opicinumab,Teriflunomide,1.2866,0.00249,0.00837,4.3631,0.0738,0.3801,0.0241,0.0,0.1941,0.5,0.6,1.0,0.75,0.4,0.6867,0.6746,-0.7473,-3.0107,True,0.3333,0.425,0.2412,0.0029,teratogenicity,False,False,False,False,False
176,Fenebrutinib,High-dose biotin,1.2858,0.00249,0.00837,3.3792,0.0497,0.3506,0.02,0.0,0.1417,0.5,0.8,1.0,0.75,0.6,1.0,0.381,-2.6962,-0.7599,True,0.6667,0.5,0.1373,0.0,infection,False,False,False,False,True
177,Opicinumab,Peginterferon beta-1a,1.2856,0.00249,0.00837,4.6072,0.0776,0.3696,0.028,0.003,0.21,0.4,0.4,1.0,1.0,0.2,0.82,0.6032,-0.7473,-2.577,True,0.3333,0.45,0.0995,0.0015,hepatic,False,False,False,False,True
178,Elezanumab,Rituximab,1.2852,0.00249,0.00837,2.8306,0.0653,0.432,0.0285,0.0,0.1511,0.3,0.6,1.0,1.0,0.2,0.5067,0.8571,-2.7183,-2.5884,True,0.3333,0.425,0.1652,0.0054,infection,False,False,False,False,False
179,Cholecalciferol,Opicinumab,1.2841,0.00249,0.00837,4.2409,0.0696,0.3776,0.0199,0.0,0.1844,0.3,0.6,1.0,0.75,0.55,0.6867,0.5556,-2.0037,-0.7473,True,0.3333,0.6,0.0098,0.0,infection,False,False,False,False,True
180,Interferon beta-1b,Siponimod,1.2827,0.00249,0.00837,3.0678,0.0671,0.3182,0.0287,0.0029,0.211,0.6,0.6,0.9412,0.5,0.65,0.6867,0.0375,-3.2696,-2.5366,True,1.0,0.275,0.3029,0.0324,infection,False,False,False,False,True
181,High-dose biotin,Inebilizumab,1.2817,0.00249,0.00837,2.7056,0.0548,0.4173,0.02,0.0,0.1314,0.3,0.6,1.0,1.0,0.6,0.5533,0.8452,-0.7599,-2.8083,True,0.3333,0.5,0.1618,0.0,infection,False,False,False,False,False
182,Alpha-lipoic acid,Tolebrutinib,1.2815,0.00249,0.00837,2.7712,0.0601,0.368,0.0173,0.0,0.1633,0.6,0.8,1.0,0.5,0.8,1.0,0.2714,-1.7729,-3.3227,True,0.3333,0.45,0.1647,0.0,hepatic,False,False,False,False,False
183,Minocycline,Nicotinamide riboside,1.2815,0.00249,0.00837,3.3903,0.0648,0.4002,0.0154,0.0,0.162,0.6,0.6,1.0,0.75,0.7,1.0,0.1222,-3.6179,-0.7234,True,0.3333,0.55,0.1069,0.0,autoimmunity,False,False,False,False,False
184,Ibudilast,Ponesimod,1.2811,0.00499,0.01301,2.1983,0.0603,0.3797,0.0201,0.0,0.1589,0.5,0.6,1.0,1.0,0.7,1.0,0.0,-4.4103,-1.5016,False,0.3333,0.35,0.1863,0.0147,infection,False,False,False,False,False
185,Minocycline,Temelimab,1.281,0.00249,0.00837,2.8923,0.0744,0.413,0.025,0.0,0.1802,0.6,0.6,0.7857,0.75,0.7,0.6867,-0.3542,-3.6179,-2.4721,False,0.3333,0.525,0.1245,0.002,autoimmunity,False,False,False,False,False
186,Alemtuzumab,Ibudilast,1.2805,0.00249,0.00837,2.6644,0.0815,0.3668,0.0403,0.0,0.2223,0.5,0.6,1.0,1.0,0.7,0.42,0.0,-3.018,-4.4103,False,0.3333,0.35,0.4765,0.0157,infection,False,False,False,False,True
187,Methylprednisolone,Temelimab,1.2798,0.00249,0.00837,3.797,0.0847,0.3755,0.0289,0.0,0.2255,0.5,0.6,0.9412,0.5,0.6,0.5067,0.075,-3.1022,-2.4721,True,0.3333,0.45,0.1353,0.0098,infection,False,False,False,False,True
188,Lamotrigine,Ocrelizumab,1.2788,0.01995,0.0334,1.7733,0.0574,0.4781,0.0133,0.0,0.1201,0.3,0.4,1.0,1.0,0.7,0.5533,0.6389,-3.0679,-2.7449,True,0.3333,0.375,0.198,0.0,infection,False,False,False,False,False
189,Masitinib,Opicinumab,1.2788,0.00249,0.00837,3.8554,0.0802,0.4056,0.0305,0.0,0.1977,0.4,0.6,1.0,0.75,0.5,0.82,0.3095,-3.6789,-0.7473,True,0.3333,0.55,0.1642,0.0034,infection,False,False,False,False,False
190,Opicinumab,Vidofludimus calcium,1.2786,0.00249,0.00837,4.0806,0.0715,0.3951,0.0219,0.0,0.181,0.5,0.6,1.0,0.75,0.4,0.82,0.5889,-0.7473,-1.6832,True,0.3333,0.5,0.173,0.0025,teratogenicity,False,False,False,False,False
191,Cladribine,Minocycline,1.2783,0.00249,0.00837,3.2059,0.0763,0.3871,0.0269,0.0,0.1971,0.7,0.6,1.0,0.75,0.7,0.6,0.0,-2.961,-3.6179,False,0.3333,0.375,0.3716,0.0118,infection,False,False,False,False,False
192,Glatiramer acetate,Opicinumab,1.2783,0.00249,0.00837,4.6444,0.0781,0.3844,0.0284,0.0,0.2031,0.4,0.4,1.0,1.0,0.2,0.6867,0.2361,-3.0334,-0.7473,True,0.3333,0.475,0.0284,0.001,infection,False,False,False,False,True
193,Siponimod,Teriflunomide,1.2783,0.00998,0.02038,2.3947,0.061,0.3338,0.0226,0.0,0.1828,0.7,0.8,0.9375,0.5,0.65,0.8667,-0.0214,-2.5366,-3.0107,False,1.0,0.25,0.4233,0.0482,infection,False,False,False,False,False
194,Opicinumab,Tocilizumab,1.2782,0.00249,0.00837,3.916,0.085,0.4352,0.0353,0.0,0.1953,0.4,0.4,1.0,1.0,0.2,0.64,0.5,-0.7473,-1.8119,True,0.3333,0.525,0.1765,0.0059,infection,False,False,False,False,False
195,Diroximel fumarate,Methylprednisolone,1.2777,0.00249,0.00837,2.9872,0.0808,0.4688,0.0251,0.0,0.1724,0.4,0.4,0.8,0.5,0.6,0.82,-0.3643,-1.9273,-3.1022,False,1.0,0.3,0.199,0.0392,infection,False,False,False,False,True
196,Clemastine,Firategrast,1.2773,0.00249,0.00837,4.0633,0.0669,0.4213,0.0192,0.0,0.1587,0.3,0.4,1.0,1.0,0.75,1.0,0.4028,-0.7049,-3.2771,True,0.3333,0.525,0.1029,0.0049,infection,False,False,False,False,False
197,Alpha-lipoic acid,Ocrelizumab,1.2768,0.00249,0.00837,2.9444,0.0614,0.4659,0.0173,0.0,0.1318,0.5,0.6,1.0,0.5,0.5,0.5533,0.8333,-1.7729,-2.7449,True,0.3333,0.375,0.1706,0.0,infection,False,False,False,False,True
198,Dimethyl fumarate,Natalizumab,1.2763,0.00249,0.00837,3.1216,0.0767,0.4047,0.0363,0.0,0.1894,0.5,0.4,1.0,0.5,0.55,0.6867,0.0556,-2.3075,-3.0541,True,1.0,0.225,0.2608,0.0706,infection,False,False,False,False,True
199,Memantine,Rituximab,1.2761,0.03491,0.0496,1.7047,0.0503,0.4978,0.0135,0.0,0.101,0.2,0.4,1.0,1.0,0.75,0.6867,0.8036,-2.6276,-2.5884,True,0.3333,0.4,0.1608,0.0,infection,False,False,False,False,False
200,Metformin,Methylprednisolone,1.2758,0.00249,0.00837,3.6282,0.0815,0.4039,0.0258,0.0,0.2019,0.5,0.6,0.9444,0.5,0.6,0.82,0.0556,-1.6488,-3.1022,True,0.3333,0.4,0.1392,0.0,infection,False,False,False,False,True
201,Hydroxychloroquine,Opicinumab,1.2755,0.00249,0.00837,3.8341,0.0751,0.3966,0.0254,0.0,0.1893,0.4,0.6,1.0,0.75,0.55,0.6867,0.25,-3.2153,-0.7473,True,0.3333,0.575,0.098,0.0,ocular,False,False,False,False,False
